season,matchday,home_team,away_team,date,home_goals,away_goals
2024,30,SSC Napoli,AC Milan,2025-03-30 18:45:00+00:00,2,1
2024,30,Hellas Verona FC,Parma Calcio 1913,2025-03-31 16:30:00+00:00,0,0
2024,30,SS Lazio,Torino FC,2025-03-31 18:45:00+00:00,1,1
2024,31,Genoa CFC,Udinese Calcio,2025-04-04 18:45:00+00:00,1,0
2024,31,AC Monza,Como 1907,2025-04-05 13:00:00+00:00,1,3
2024,31,Parma Calcio 1913,FC Internazionale Milano,2025-04-05 16:00:00+00:00,2,2
2024,31,AC Milan,ACF Fiorentina,2025-04-05 18:45:00+00:00,2,2
2024,31,US Lecce,Venezia FC,2025-04-06 10:30:00+00:00,1,1
2024,31,Empoli FC,Cagliari Calcio,2025-04-06 13:00:00+00:00,0,0
2024,31,Torino FC,Hellas Verona FC,2025-04-06 13:00:00+00:00,1,1
2024,31,Atalanta BC,SS Lazio,2025-04-06 16:00:00+00:00,0,1
2024,31,AS Roma,Juventus FC,2025-04-06 18:45:00+00:00,1,1
2024,31,Bologna FC 1909,SSC Napoli,2025-04-07 18:45:00+00:00,1,1
2024,32,Udinese Calcio,AC Milan,2025-04-11 18:45:00+00:00,0,4
2024,32,Venezia FC,AC Monza,2025-04-12 13:00:00+00:00,1,0
2024,32,FC Internazionale Milano,Cagliari Calcio,2025-04-12 16:00:00+00:00,3,1
2024,32,Juventus FC,US Lecce,2025-04-12 18:45:00+00:00,2,1
2024,32,Atalanta BC,Bologna FC 1909,2025-04-13 10:30:00+00:00,2,0
2024,32,ACF Fiorentina,Parma Calcio 1913,2025-04-13 13:00:00+00:00,0,0
2024,32,Hellas Verona FC,Genoa CFC,2025-04-13 13:00:00+00:00,0,0
2024,32,Como 1907,Torino FC,2025-04-13 16:00:00+00:00,1,0
2024,32,SS Lazio,AS Roma,2025-04-13 18:45:00+00:00,1,1
2024,32,SSC Napoli,Empoli FC,2025-04-14 18:45:00+00:00,3,0
2024,33,US Lecce,Como 1907,2025-04-19 13:00:00+00:00,0,3
2024,33,AC Monza,SSC Napoli,2025-04-19 16:00:00+00:00,0,1
2024,33,AS Roma,Hellas Verona FC,2025-04-19 18:45:00+00:00,1,0
2024,33,Empoli FC,Venezia FC,2025-04-20 13:00:00+00:00,2,2
2024,33,Bologna FC 1909,FC Internazionale Milano,2025-04-20 16:00:00+00:00,1,0
2024,33,AC Milan,Atalanta BC,2025-04-20 18:45:00+00:00,0,1
2024,33,Cagliari Calcio,ACF Fiorentina,2025-04-23 16:30:00+00:00,1,2
2024,33,Genoa CFC,SS Lazio,2025-04-23 16:30:00+00:00,0,2
2024,33,Parma Calcio 1913,Juventus FC,2025-04-23 16:30:00+00:00,1,0
2024,33,Torino FC,Udinese Calcio,2025-04-23 16:30:00+00:00,2,0
2024,34,Como 1907,Genoa CFC,2025-04-27 10:30:00+00:00,1,0
2024,34,Venezia FC,AC Milan,2025-04-27 10:30:00+00:00,0,2
2024,34,ACF Fiorentina,Empoli FC,2025-04-27 13:00:00+00:00,2,1
2024,34,FC Internazionale Milano,AS Roma,2025-04-27 13:00:00+00:00,0,1
2024,34,Juventus FC,AC Monza,2025-04-27 16:00:00+00:00,2,0
2024,34,Atalanta BC,US Lecce,2025-04-27 18:45:00+00:00,1,1
2024,34,SSC Napoli,Torino FC,2025-04-27 18:45:00+00:00,2,0
2024,34,Udinese Calcio,Bologna FC 1909,2025-04-28 16:30:00+00:00,0,0
2024,34,Hellas Verona FC,Cagliari Calcio,2025-04-28 18:45:00+00:00,0,2
2024,34,SS Lazio,Parma Calcio 1913,2025-04-28 18:45:00+00:00,2,2
2024,35,Torino FC,Venezia FC,2025-05-02 18:45:00+00:00,1,1
2024,35,Cagliari Calcio,Udinese Calcio,2025-05-03 13:00:00+00:00,1,2
2024,35,Parma Calcio 1913,Como 1907,2025-05-03 13:00:00+00:00,0,1
2024,35,US Lecce,SSC Napoli,2025-05-03 16:00:00+00:00,0,1
2024,35,FC Internazionale Milano,Hellas Verona FC,2025-05-03 18:45:00+00:00,1,0
2024,35,Empoli FC,SS Lazio,2025-05-04 10:30:00+00:00,0,1
2024,35,AC Monza,Atalanta BC,2025-05-04 13:00:00+00:00,0,4
2024,35,AS Roma,ACF Fiorentina,2025-05-04 16:00:00+00:00,1,0
2024,35,Bologna FC 1909,Juventus FC,2025-05-04 18:45:00+00:00,1,1
2024,35,Genoa CFC,AC Milan,2025-05-05 18:45:00+00:00,1,2
2024,36,AC Milan,Bologna FC 1909,2025-05-09 18:45:00+00:00,3,1
2024,36,Como 1907,Cagliari Calcio,2025-05-10 13:00:00+00:00,3,1
2024,36,SS Lazio,Juventus FC,2025-05-10 16:00:00+00:00,1,1
2024,36,Empoli FC,Parma Calcio 1913,2025-05-10 18:45:00+00:00,2,1
2024,36,Udinese Calcio,AC Monza,2025-05-11 10:30:00+00:00,1,2
2024,36,Hellas Verona FC,US Lecce,2025-05-11 13:00:00+00:00,1,1
2024,36,Torino FC,FC Internazionale Milano,2025-05-11 16:00:00+00:00,0,2
2024,36,SSC Napoli,Genoa CFC,2025-05-11 18:45:00+00:00,2,2
2024,36,Venezia FC,ACF Fiorentina,2025-05-12 16:30:00+00:00,2,1
2024,36,Atalanta BC,AS Roma,2025-05-12 18:45:00+00:00,2,1
2024,37,Genoa CFC,Atalanta BC,2025-05-17 18:45:00+00:00,2,3
2024,37,Cagliari Calcio,Venezia FC,2025-05-18 18:45:00+00:00,3,0
2024,37,ACF Fiorentina,Bologna FC 1909,2025-05-18 18:45:00+00:00,3,2
2024,37,Hellas Verona FC,Como 1907,2025-05-18 18:45:00+00:00,1,1
2024,37,FC Internazionale Milano,SS Lazio,2025-05-18 18:45:00+00:00,2,2
2024,37,Juventus FC,Udinese Calcio,2025-05-18 18:45:00+00:00,2,0
2024,37,US Lecce,Torino FC,2025-05-18 18:45:00+00:00,1,0
2024,37,AC Monza,Empoli FC,2025-05-18 18:45:00+00:00,1,3
2024,37,Parma Calcio 1913,SSC Napoli,2025-05-18 18:45:00+00:00,0,0
2024,37,AS Roma,AC Milan,2025-05-18 18:45:00+00:00,3,1
2024,38,Como 1907,FC Internazionale Milano,2025-05-23 18:45:00+00:00,0,2
2024,38,SSC Napoli,Cagliari Calcio,2025-05-23 18:45:00+00:00,2,0
2024,38,Bologna FC 1909,Genoa CFC,2025-05-24 16:00:00+00:00,1,3
2024,38,AC Milan,AC Monza,2025-05-24 18:45:00+00:00,2,0
2024,38,Atalanta BC,Parma Calcio 1913,2025-05-25 18:45:00+00:00,2,3
2024,38,Empoli FC,Hellas Verona FC,2025-05-25 18:45:00+00:00,1,2
2024,38,SS Lazio,US Lecce,2025-05-25 18:45:00+00:00,0,1
2024,38,Torino FC,AS Roma,2025-05-25 18:45:00+00:00,0,2
2024,38,Udinese Calcio,ACF Fiorentina,2025-05-25 18:45:00+00:00,2,3
2024,38,Venezia FC,Juventus FC,2025-05-25 18:45:00+00:00,2,3
2023,1,Empoli FC,Hellas Verona FC,2023-08-19 16:30:00+00:00,0,1
2023,1,Frosinone Calcio,SSC Napoli,2023-08-19 16:30:00+00:00,1,3
2023,1,Genoa CFC,ACF Fiorentina,2023-08-19 18:45:00+00:00,1,4
2023,1,FC Internazionale Milano,AC Monza,2023-08-19 18:45:00+00:00,2,0
2023,1,AS Roma,US Salernitana 1919,2023-08-20 16:30:00+00:00,2,2
2023,1,US Sassuolo Calcio,Atalanta BC,2023-08-20 16:30:00+00:00,0,2
2023,1,US Lecce,SS Lazio,2023-08-20 18:45:00+00:00,2,1
2023,1,Udinese Calcio,Juventus FC,2023-08-20 18:45:00+00:00,0,3
2023,1,Torino FC,Cagliari Calcio,2023-08-21 16:30:00+00:00,0,0
2023,1,Bologna FC 1909,AC Milan,2023-08-21 18:45:00+00:00,0,2
2023,2,Frosinone Calcio,Atalanta BC,2023-08-26 16:30:00+00:00,2,1
2023,2,AC Monza,Empoli FC,2023-08-26 16:30:00+00:00,2,0
2023,2,Hellas Verona FC,AS Roma,2023-08-26 18:45:00+00:00,2,1
2023,2,AC Milan,Torino FC,2023-08-26 18:45:00+00:00,4,1
2023,2,ACF Fiorentina,US Lecce,2023-08-27 16:30:00+00:00,2,2
2023,2,Juventus FC,Bologna FC 1909,2023-08-27 16:30:00+00:00,1,1
2023,2,SS Lazio,Genoa CFC,2023-08-27 18:45:00+00:00,0,1
2023,2,SSC Napoli,US Sassuolo Calcio,2023-08-27 18:45:00+00:00,2,0
2023,2,US Salernitana 1919,Udinese Calcio,2023-08-28 16:30:00+00:00,1,1
2023,2,Cagliari Calcio,FC Internazionale Milano,2023-08-28 18:45:00+00:00,0,2
2023,3,US Sassuolo Calcio,Hellas Verona FC,2023-09-01 16:30:00+00:00,3,1
2023,3,AS Roma,AC Milan,2023-09-01 18:45:00+00:00,1,2
2023,3,Bologna FC 1909,Cagliari Calcio,2023-09-02 16:30:00+00:00,2,1
2023,3,Udinese Calcio,Frosinone Calcio,2023-09-02 16:30:00+00:00,0,0
2023,3,Atalanta BC,AC Monza,2023-09-02 18:45:00+00:00,3,0
2023,3,SSC Napoli,SS Lazio,2023-09-02 18:45:00+00:00,1,2
2023,3,FC Internazionale Milano,ACF Fiorentina,2023-09-03 16:30:00+00:00,4,0
2023,3,Torino FC,Genoa CFC,2023-09-03 16:30:00+00:00,1,0
2023,3,Empoli FC,Juventus FC,2023-09-03 18:45:00+00:00,0,2
2023,3,US Lecce,US Salernitana 1919,2023-09-03 18:45:00+00:00,2,0
2023,4,Juventus FC,SS Lazio,2023-09-16 13:00:00+00:00,3,1
2023,4,FC Internazionale Milano,AC Milan,2023-09-16 16:00:00+00:00,5,1
2023,4,Genoa CFC,SSC Napoli,2023-09-16 18:45:00+00:00,2,2
2023,4,Cagliari Calcio,Udinese Calcio,2023-09-17 10:30:00+00:00,0,0
2023,4,Frosinone Calcio,US Sassuolo Calcio,2023-09-17 13:00:00+00:00,4,2
2023,4,AC Monza,US Lecce,2023-09-17 13:00:00+00:00,1,1
2023,4,ACF Fiorentina,Atalanta BC,2023-09-17 16:00:00+00:00,3,2
2023,4,AS Roma,Empoli FC,2023-09-17 18:45:00+00:00,7,0
2023,4,US Salernitana 1919,Torino FC,2023-09-18 16:30:00+00:00,0,3
2023,4,Hellas Verona FC,Bologna FC 1909,2023-09-18 18:45:00+00:00,0,0
2023,5,US Salernitana 1919,Frosinone Calcio,2023-09-22 16:30:00+00:00,1,1
2023,5,US Lecce,Genoa CFC,2023-09-22 18:45:00+00:00,1,0
2023,5,AC Milan,Hellas Verona FC,2023-09-23 13:00:00+00:00,1,0
2023,5,US Sassuolo Calcio,Juventus FC,2023-09-23 16:00:00+00:00,4,2
2023,5,SS Lazio,AC Monza,2023-09-23 18:45:00+00:00,1,1
2023,5,Empoli FC,FC Internazionale Milano,2023-09-24 10:30:00+00:00,0,1
2023,5,Atalanta BC,Cagliari Calcio,2023-09-24 13:00:00+00:00,2,0
2023,5,Udinese Calcio,ACF Fiorentina,2023-09-24 13:00:00+00:00,0,2
2023,5,Bologna FC 1909,SSC Napoli,2023-09-24 16:00:00+00:00,0,0
2023,5,Torino FC,AS Roma,2023-09-24 18:45:00+00:00,1,1
2023,6,Juventus FC,US Lecce,2023-09-26 18:45:00+00:00,1,0
2023,6,Cagliari Calcio,AC Milan,2023-09-27 16:30:00+00:00,1,3
2023,6,Empoli FC,US Salernitana 1919,2023-09-27 16:30:00+00:00,1,0
2023,6,Hellas Verona FC,Atalanta BC,2023-09-27 16:30:00+00:00,0,1
2023,6,FC Internazionale Milano,US Sassuolo Calcio,2023-09-27 18:45:00+00:00,1,2
2023,6,SS Lazio,Torino FC,2023-09-27 18:45:00+00:00,2,0
2023,6,SSC Napoli,Udinese Calcio,2023-09-27 18:45:00+00:00,4,1
2023,6,Frosinone Calcio,ACF Fiorentina,2023-09-28 16:30:00+00:00,1,1
2023,6,AC Monza,Bologna FC 1909,2023-09-28 16:30:00+00:00,0,0
2023,6,Genoa CFC,AS Roma,2023-09-28 18:45:00+00:00,4,1
2023,7,US Lecce,SSC Napoli,2023-09-30 13:00:00+00:00,0,4
2023,7,AC Milan,SS Lazio,2023-09-30 16:00:00+00:00,2,0
2023,7,US Salernitana 1919,FC Internazionale Milano,2023-09-30 18:45:00+00:00,0,4
2023,7,Bologna FC 1909,Empoli FC,2023-10-01 10:30:00+00:00,3,0
2023,7,Udinese Calcio,Genoa CFC,2023-10-01 13:00:00+00:00,2,2
2023,7,Atalanta BC,Juventus FC,2023-10-01 16:00:00+00:00,0,0
2023,7,AS Roma,Frosinone Calcio,2023-10-01 18:45:00+00:00,2,0
2023,7,US Sassuolo Calcio,AC Monza,2023-10-02 16:30:00+00:00,0,1
2023,7,Torino FC,Hellas Verona FC,2023-10-02 16:30:00+00:00,0,0
2023,7,ACF Fiorentina,Cagliari Calcio,2023-10-02 18:45:00+00:00,3,0
2023,8,Empoli FC,Udinese Calcio,2023-10-06 16:30:00+00:00,0,0
2023,8,US Lecce,US Sassuolo Calcio,2023-10-06 18:45:00+00:00,1,1
2023,8,FC Internazionale Milano,Bologna FC 1909,2023-10-07 13:00:00+00:00,2,2
2023,8,Juventus FC,Torino FC,2023-10-07 16:00:00+00:00,2,0
2023,8,Genoa CFC,AC Milan,2023-10-07 18:45:00+00:00,0,1
2023,8,AC Monza,US Salernitana 1919,2023-10-08 10:30:00+00:00,3,0
2023,8,Frosinone Calcio,Hellas Verona FC,2023-10-08 13:00:00+00:00,2,1
2023,8,SS Lazio,Atalanta BC,2023-10-08 13:00:00+00:00,3,2
2023,8,Cagliari Calcio,AS Roma,2023-10-08 16:00:00+00:00,1,4
2023,8,SSC Napoli,ACF Fiorentina,2023-10-08 18:45:00+00:00,1,3
2023,9,Hellas Verona FC,SSC Napoli,2023-10-21 13:00:00+00:00,1,3
2023,9,Torino FC,FC Internazionale Milano,2023-10-21 16:00:00+00:00,0,3
2023,9,US Sassuolo Calcio,SS Lazio,2023-10-21 18:45:00+00:00,0,2
2023,9,AS Roma,AC Monza,2023-10-22 10:30:00+00:00,1,0
2023,9,Bologna FC 1909,Frosinone Calcio,2023-10-22 13:00:00+00:00,2,1
2023,9,US Salernitana 1919,Cagliari Calcio,2023-10-22 13:00:00+00:00,2,2
2023,9,Atalanta BC,Genoa CFC,2023-10-22 16:00:00+00:00,2,0
2023,9,AC Milan,Juventus FC,2023-10-22 18:45:00+00:00,0,1
2023,9,Udinese Calcio,US Lecce,2023-10-23 16:30:00+00:00,1,1
2023,9,ACF Fiorentina,Empoli FC,2023-10-23 18:45:00+00:00,0,2
2023,10,Genoa CFC,US Salernitana 1919,2023-10-27 18:45:00+00:00,1,0
2023,10,US Sassuolo Calcio,Bologna FC 1909,2023-10-28 13:00:00+00:00,1,1
2023,10,US Lecce,Torino FC,2023-10-28 16:00:00+00:00,0,1
2023,10,Juventus FC,Hellas Verona FC,2023-10-28 18:45:00+00:00,1,0
2023,10,Cagliari Calcio,Frosinone Calcio,2023-10-29 11:30:00+00:00,4,3
2023,10,AC Monza,Udinese Calcio,2023-10-29 14:00:00+00:00,1,1
2023,10,FC Internazionale Milano,AS Roma,2023-10-29 17:00:00+00:00,1,0
2023,10,SSC Napoli,AC Milan,2023-10-29 19:45:00+00:00,2,2
2023,10,Empoli FC,Atalanta BC,2023-10-30 17:30:00+00:00,0,3
2023,10,SS Lazio,ACF Fiorentina,2023-10-30 19:45:00+00:00,1,0
2023,11,Bologna FC 1909,SS Lazio,2023-11-03 19:45:00+00:00,1,0
2023,11,US Salernitana 1919,SSC Napoli,2023-11-04 14:00:00+00:00,0,2
2023,11,Atalanta BC,FC Internazionale Milano,2023-11-04 17:00:00+00:00,1,2
2023,11,AC Milan,Udinese Calcio,2023-11-04 19:45:00+00:00,0,1
2023,11,Hellas Verona FC,AC Monza,2023-11-05 11:30:00+00:00,1,3
2023,11,Cagliari Calcio,Genoa CFC,2023-11-05 14:00:00+00:00,2,1
2023,11,AS Roma,US Lecce,2023-11-05 17:00:00+00:00,2,1
2023,11,ACF Fiorentina,Juventus FC,2023-11-05 19:45:00+00:00,0,1
2023,11,Frosinone Calcio,Empoli FC,2023-11-06 17:30:00+00:00,2,1
2023,11,Torino FC,US Sassuolo Calcio,2023-11-06 19:45:00+00:00,2,1
2023,12,US Sassuolo Calcio,US Salernitana 1919,2023-11-10 17:30:00+00:00,2,2
2023,12,Genoa CFC,Hellas Verona FC,2023-11-10 19:45:00+00:00,1,0
2023,12,US Lecce,AC Milan,2023-11-11 14:00:00+00:00,2,2
2023,12,Juventus FC,Cagliari Calcio,2023-11-11 17:00:00+00:00,2,1
2023,12,AC Monza,Torino FC,2023-11-11 19:45:00+00:00,1,1
2023,12,SSC Napoli,Empoli FC,2023-11-12 11:30:00+00:00,0,1
2023,12,ACF Fiorentina,Bologna FC 1909,2023-11-12 14:00:00+00:00,2,1
2023,12,Udinese Calcio,Atalanta BC,2023-11-12 14:00:00+00:00,1,1
2023,12,SS Lazio,AS Roma,2023-11-12 17:00:00+00:00,0,0
2023,12,FC Internazionale Milano,Frosinone Calcio,2023-11-12 19:45:00+00:00,2,0
2023,13,US Salernitana 1919,SS Lazio,2023-11-25 14:00:00+00:00,2,1
2023,13,Atalanta BC,SSC Napoli,2023-11-25 17:00:00+00:00,1,2
2023,13,AC Milan,ACF Fiorentina,2023-11-25 19:45:00+00:00,1,0
2023,13,Cagliari Calcio,AC Monza,2023-11-26 11:30:00+00:00,1,1
2023,13,Empoli FC,US Sassuolo Calcio,2023-11-26 14:00:00+00:00,3,4
2023,13,Frosinone Calcio,Genoa CFC,2023-11-26 14:00:00+00:00,2,1
2023,13,AS Roma,Udinese Calcio,2023-11-26 17:00:00+00:00,3,1
2023,13,Juventus FC,FC Internazionale Milano,2023-11-26 19:45:00+00:00,1,1
2023,13,Hellas Verona FC,US Lecce,2023-11-27 17:30:00+00:00,2,2
2023,13,Bologna FC 1909,Torino FC,2023-11-27 19:45:00+00:00,2,0
2023,14,AC Monza,Juventus FC,2023-12-01 19:45:00+00:00,1,2
2023,14,Genoa CFC,Empoli FC,2023-12-02 14:00:00+00:00,1,1
2023,14,SS Lazio,Cagliari Calcio,2023-12-02 17:00:00+00:00,1,0
2023,14,AC Milan,Frosinone Calcio,2023-12-02 19:45:00+00:00,3,1
2023,14,US Lecce,Bologna FC 1909,2023-12-03 11:30:00+00:00,1,1
2023,14,ACF Fiorentina,US Salernitana 1919,2023-12-03 14:00:00+00:00,3,0
2023,14,Udinese Calcio,Hellas Verona FC,2023-12-03 14:00:00+00:00,3,3
2023,14,US Sassuolo Calcio,AS Roma,2023-12-03 17:00:00+00:00,1,2
2023,14,SSC Napoli,FC Internazionale Milano,2023-12-03 19:45:00+00:00,0,3
2023,14,Torino FC,Atalanta BC,2023-12-04 19:45:00+00:00,3,0
2023,15,Juventus FC,SSC Napoli,2023-12-08 19:45:00+00:00,1,0
2023,15,Hellas Verona FC,SS Lazio,2023-12-09 14:00:00+00:00,1,1
2023,15,Atalanta BC,AC Milan,2023-12-09 17:00:00+00:00,3,2
2023,15,FC Internazionale Milano,Udinese Calcio,2023-12-09 19:45:00+00:00,4,0
2023,15,Frosinone Calcio,Torino FC,2023-12-10 11:30:00+00:00,0,0
2023,15,AC Monza,Genoa CFC,2023-12-10 14:00:00+00:00,1,0
2023,15,US Salernitana 1919,Bologna FC 1909,2023-12-10 17:00:00+00:00,1,2
2023,15,AS Roma,ACF Fiorentina,2023-12-10 19:45:00+00:00,1,1
2023,15,Empoli FC,US Lecce,2023-12-11 17:30:00+00:00,1,1
2023,15,Cagliari Calcio,US Sassuolo Calcio,2023-12-11 19:45:00+00:00,2,1
2023,16,Genoa CFC,Juventus FC,2023-12-15 19:45:00+00:00,1,1
2023,16,US Lecce,Frosinone Calcio,2023-12-16 14:00:00+00:00,2,1
2023,16,SSC Napoli,Cagliari Calcio,2023-12-16 17:30:00+00:00,2,1
2023,16,Torino FC,Empoli FC,2023-12-16 19:45:00+00:00,1,0
2023,16,AC Milan,AC Monza,2023-12-17 11:30:00+00:00,3,0
2023,16,ACF Fiorentina,Hellas Verona FC,2023-12-17 14:00:00+00:00,1,0
2023,16,Udinese Calcio,US Sassuolo Calcio,2023-12-17 14:00:00+00:00,2,2
2023,16,Bologna FC 1909,AS Roma,2023-12-17 17:00:00+00:00,2,0
2023,16,SS Lazio,FC Internazionale Milano,2023-12-17 19:45:00+00:00,0,2
2023,16,Atalanta BC,US Salernitana 1919,2023-12-18 19:45:00+00:00,4,1
2023,17,US Sassuolo Calcio,Genoa CFC,2023-12-22 17:30:00+00:00,1,2
2023,17,Empoli FC,SS Lazio,2023-12-22 17:30:00+00:00,0,2
2023,17,AC Monza,ACF Fiorentina,2023-12-22 19:45:00+00:00,0,1
2023,17,US Salernitana 1919,AC Milan,2023-12-22 19:45:00+00:00,2,2
2023,17,Frosinone Calcio,Juventus FC,2023-12-23 11:30:00+00:00,1,2
2023,17,Torino FC,Udinese Calcio,2023-12-23 14:00:00+00:00,1,1
2023,17,Bologna FC 1909,Atalanta BC,2023-12-23 14:00:00+00:00,1,0
2023,17,Hellas Verona FC,Cagliari Calcio,2023-12-23 17:00:00+00:00,2,0
2023,17,FC Internazionale Milano,US Lecce,2023-12-23 17:00:00+00:00,2,0
2023,17,AS Roma,SSC Napoli,2023-12-23 19:45:00+00:00,2,0
2023,18,ACF Fiorentina,Torino FC,2023-12-29 17:30:00+00:00,1,0
2023,18,SSC Napoli,AC Monza,2023-12-29 17:30:00+00:00,0,0
2023,18,Genoa CFC,FC Internazionale Milano,2023-12-29 19:45:00+00:00,1,1
2023,18,SS Lazio,Frosinone Calcio,2023-12-29 19:45:00+00:00,3,1
2023,18,Atalanta BC,US Lecce,2023-12-30 11:30:00+00:00,1,0
2023,18,Cagliari Calcio,Empoli FC,2023-12-30 14:00:00+00:00,0,0
2023,18,Udinese Calcio,Bologna FC 1909,2023-12-30 14:00:00+00:00,3,0
2023,18,Hellas Verona FC,US Salernitana 1919,2023-12-30 17:00:00+00:00,0,1
2023,18,AC Milan,US Sassuolo Calcio,2023-12-30 17:00:00+00:00,1,0
2023,18,Juventus FC,AS Roma,2023-12-30 19:45:00+00:00,1,0
2023,19,Bologna FC 1909,Genoa CFC,2024-01-05 19:45:00+00:00,1,1
2023,19,FC Internazionale Milano,Hellas Verona FC,2024-01-06 11:30:00+00:00,2,1
2023,19,Frosinone Calcio,AC Monza,2024-01-06 14:00:00+00:00,2,3
2023,19,US Lecce,Cagliari Calcio,2024-01-06 17:00:00+00:00,1,1
2023,19,US Sassuolo Calcio,ACF Fiorentina,2024-01-06 19:45:00+00:00,1,0
2023,19,Empoli FC,AC Milan,2024-01-07 11:30:00+00:00,0,3
2023,19,Torino FC,SSC Napoli,2024-01-07 14:00:00+00:00,3,0
2023,19,Udinese Calcio,SS Lazio,2024-01-07 14:00:00+00:00,1,2
2023,19,US Salernitana 1919,Juventus FC,2024-01-07 17:00:00+00:00,1,2
2023,19,AS Roma,Atalanta BC,2024-01-07 19:45:00+00:00,1,1
2023,20,Genoa CFC,Torino FC,2024-01-13 14:00:00+00:00,0,0
2023,20,SSC Napoli,US Salernitana 1919,2024-01-13 14:00:00+00:00,2,1
2023,20,Hellas Verona FC,Empoli FC,2024-01-13 17:00:00+00:00,2,1
2023,20,AC Monza,FC Internazionale Milano,2024-01-13 19:45:00+00:00,1,5
2023,20,SS Lazio,US Lecce,2024-01-14 11:30:00+00:00,1,0
2023,20,Cagliari Calcio,Bologna FC 1909,2024-01-14 14:00:00+00:00,2,1
2023,20,ACF Fiorentina,Udinese Calcio,2024-01-14 17:00:00+00:00,2,2
2023,20,AC Milan,AS Roma,2024-01-14 19:45:00+00:00,3,1
2023,20,Atalanta BC,Frosinone Calcio,2024-01-15 19:45:00+00:00,5,0
2023,20,Juventus FC,US Sassuolo Calcio,2024-01-16 19:45:00+00:00,3,0
2023,21,AS Roma,Hellas Verona FC,2024-01-20 17:00:00+00:00,2,1
2023,21,Udinese Calcio,AC Milan,2024-01-20 19:45:00+00:00,2,3
2023,21,Frosinone Calcio,Cagliari Calcio,2024-01-21 11:30:00+00:00,3,1
2023,21,Empoli FC,AC Monza,2024-01-21 14:00:00+00:00,3,0
2023,21,US Salernitana 1919,Genoa CFC,2024-01-21 17:00:00+00:00,1,2
2023,21,US Lecce,Juventus FC,2024-01-21 19:45:00+00:00,0,3
2023,22,Cagliari Calcio,Torino FC,2024-01-26 19:45:00+00:00,1,2
2023,22,Atalanta BC,Udinese Calcio,2024-01-27 14:00:00+00:00,2,0
2023,22,Juventus FC,Empoli FC,2024-01-27 17:00:00+00:00,1,1
